C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000000.jpg,not blurry,301.5166063331133,1529930553.7648823,2018-06-25 18:12:33
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000025.jpg,not blurry,221.45755197452493,1529930553.7961254,2018-06-25 18:12:33
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000050.jpg,not blurry,232.42897916393522,1529930553.8273678,2018-06-25 18:12:33
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000075.jpg,not blurry,228.87767544350328,1529930553.8707008,2018-06-25 18:12:33
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000100.jpg,not blurry,209.04766664737662,1529930553.9019437,2018-06-25 18:12:33
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000125.jpg,blurry,4.78727658192199,1529930553.9331863,2018-06-25 18:12:33
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000150.jpg,not blurry,256.1101556712775,1529930553.9644284,2018-06-25 18:12:33
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000175.jpg,not blurry,308.22425690104154,1529930554.0112922,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000200.jpg,not blurry,133.90503401323483,1529930554.0443602,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000225.jpg,blurry,7.412356700737092,1529930554.0756044,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000250.jpg,not blurry,247.03250247388294,1529930554.1068468,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000275.jpg,blurry,6.493392446711032,1529930554.138089,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000300.jpg,not blurry,157.2052006503635,1529930554.1849556,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000325.jpg,blurry,92.71225201399061,1529930554.2162356,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000350.jpg,blurry,50.5640826926714,1529930554.24744,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000375.jpg,blurry,44.57641457180446,1529930554.278681,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000400.jpg,blurry,56.63444002457607,1529930554.3099244,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000425.jpg,not blurry,396.71766926086804,1529930554.3411658,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000450.jpg,not blurry,324.4067680948705,1529930554.372409,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000475.jpg,not blurry,373.73428761572194,1529930554.4192724,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000500.jpg,not blurry,262.19999818966716,1529930554.4505157,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000525.jpg,not blurry,193.98494737637373,1529930554.481758,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000550.jpg,not blurry,192.09500274505618,1529930554.528624,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000575.jpg,blurry,9.629378965759276,1529930554.5598648,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000600.jpg,not blurry,159.15754891666364,1529930554.6067293,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000625.jpg,not blurry,105.83734045854736,1529930554.637972,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000650.jpg,blurry,63.43630541839601,1529930554.6848364,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000675.jpg,blurry,64.91727687036963,1529930554.7160816,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000700.jpg,blurry,61.19803794962565,1529930554.7629442,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000725.jpg,blurry,50.85627744274375,1529930554.7941854,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000750.jpg,blurry,59.95720969298562,1529930554.8254282,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000775.jpg,not blurry,177.04247212456602,1529930554.872291,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000800.jpg,not blurry,174.17941224046874,1529930554.9035342,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000825.jpg,not blurry,163.29905815141467,1529930554.9503975,2018-06-25 18:12:34
C:\Users\Vineetha Jinan\Desktop\blur_detection\outputs\image_000850.jpg,not blurry,162.4820421059502,1529930554.9816406,2018-06-25 18:12:34
